Mods count: 302
 
                                     jar name                                      |     notes     |                 mod id                 |                               mod name                                |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
ratatouille-1.0.9-1.20.1.jar                                                       | via Connector | ratatouille                            | Ratatouille                                                           | 1.0.9-1.20.1                 | ratatouille.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | b8f3a4cdd48570d11f864d4a3030e207a20203c5 | 2659584454     
    /META-INF/jars/datasync-minecraft-1.20.1-fabric-0.6.1.jar                      |               | datasync_minecraft                     | DataSync-Minecraft                                                    | 0.6.1                        | datasync_minecraft.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
reap-1.20.1-1.0.2.jar                                                              |               | reap                                   | Reap Mod                                                              | 1.20.1-1.0.2                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | f94d3685b744788b28d288bbd52b896ef03bfab9 | 1419736444     
rebind_narrator-1.20.1-forge-2025.12.23.jar                                        |               | rebind_narrator                        | Rebind Narrator                                                       | 2025.12.23                   | rebind_narrator.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 3fcdb8a5d4967511cdcc6c3d66e264261a203aa4 | 1167828803     
    /META-INF/jarjar/modder_name_lib-1.20.1-forge-2025.12.23.jar                   |               | modder_name_lib                        | ModderNameLib                                                         | 2025.12.23                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
redeco-1.14.1-forge-1.20.1.jar                                                     |               | redeco                                 | Re:Deco                                                               | 1.14.1                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | edbdd3ecfacb8bec82cb42878e3999582c3bd53d | 3483666711     
reflex-forge-1.0.4+mc1.20.1.jar                                                    |               | reflex                                 | Reflex AntiLag                                                        | 1.0.4+mc1.20.1               | reflex.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | a8a956f00c7cb9f4d60dcb17282ae33164d2647f | 3424550111     
relics-1.20.1-0.8.0.13.jar                                                         |               | relics                                 | Relics                                                                | 0.8.0.13                     | relics.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 940358d190780a9a59a69dd7e75a5e7cf07e4209 | 2688565275     
restrictedpickup-1.0.3.jar                                                         |               | restrictedpickup                       | Example Mod                                                           | 1.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 7ee2039b5d5ea7d1f055bbb31a06c42ad9959a9d | 4264395365     
restrictedportals-forge-1.20.1-1.5.0.jar                                           |               | restrictedportals                      | Restricted Portals                                                    | 1.5.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 602bb68a7613bf8e1f4da62d5b601ca83b1cebb8 | 1419835066     
rhino-forge-2001.2.3-build.10.jar                                                  |               | rhino                                  | Rhino                                                                 | 2001.2.3-build.10            | rhino-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | c83c9b719a6bab33fbd2b3f2f680eb3adbfc1aa1 | 1432081092     
riding_partners-forge-1.0.0.jar                                                    |               | riding_partners                        | Riding Partners                                                       | 1.0.0                        | riding_partners-common.mixins.json, riding_partners.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              | 392a73eff60f874bd3f29f1d977eafaa1eeee434 | 3915503977     
roaring-beta-0.3.jar                                                               | MCreator mod  | roaring                                | roaring                                                               | 0.3                          | roaring.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | ff7667bfc51d14f8c315b8b8aee38f6376f34022 | 3023427015     
roaring_fix-0.1.0.jar                                                              |               | roaring_fix                            | Roaring Fix                                                           | 0.1.0                        | roaring_fix.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | fc0d7df5cd3ac8d98e20ebc367239dc52fa91ac2 | 63644969       
royal-variations-[Forge]_1.20.1_2.0.2.jar                                          |               | royalvariations                        | Royal Variations                                                      | 2.0.2                        | royalvariations.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 52cbff7b0483a894da17a371368203d41e9c9f15 | 2671496665     
rpg_better_elder_guardian_lite-1.1.0.jar                                           | MCreator mod  | rpg_better_elder_guardian_lite         | RPG better Elder Guardian Lite                                        | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | fd48d2832ef29e98c97381322a40346652d04ec1 | 4092874327     
RPG_Style_More_Bosses_1.0.3_Forge_1.20.1.jar                                       | MCreator mod  | rpg_style_more_bosses                  | RPG Style More Bosses                                                 | 1.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a2aec0baf2b8af1a790da92cc1681391e2253150 | 3053699149     
rrls-4.0.6.1+mc1.20.1-forge.jar                                                    |               | rrls                                   | Remove Reloading Screen                                               | 4.0.6.1+mc1.20.1-forge       | rrls-forge.mixins.json, rrls.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                     | c8f154b0b03dde15c5e901fc7c0c7c701466211d | 3325660152     
saintsdragons-0.8.2+forge-1.20.1-alpha.jar                                         |               | saintsdragons                          | Saint's Dragons                                                       | 0.8.2                        | saintsdragons.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | bf93d2c5be8380bd30ed7791b4d9f1a5a04125b2 | 2861149470     
ScalingMobs-2.4.4.jar                                                              |               | scalingmobs                            | ScalingMobs                                                           | 2.4.4                        | scaling_mobs.mixin-refmap.json, scaling_mobs.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                      | d74ec2261fef83ff350fe0fc833879c986bd4014 | 442610437      
Searchables-forge-1.20.1-1.0.3.jar                                                 |               | searchables                            | Searchables                                                           | 1.0.3                        | searchables.forge.mixins.json, searchables.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                       | ed5a23ec30c90fd06b3f1d8140614028e1fafaee | 3171281796     
skyrim_skeletons-1.0-forge-1.20.1.jar                                              |               | skyrim_skeletons                       | Skyrim Skeletons                                                      | 1.0                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cc58d4e6df2247729d2d0c8cb3792961b3c2b692 | 1754287129     
sleep_tight-1.20-1.4.7.jar                                                         |               | sleep_tight                            | Sleep Tight                                                           | 1.20-1.4.7                   | sleep_tight.mixins.json, sleep_tight-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                      | 4d617c6183dbbd0038b1d8ff12b456e2201090cd | 2271326521     
smart_particles-20.1.10-Forge.jar                                                  |               | smart_particles                        | Smart Particles                                                       | 20.1.10-Forge                | sp.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | c00e8683ef22d3795e05d9150f51ee92e9a6d78a | 4058867968     
smoothboot(reloaded)-mc1.20.1-0.0.4.jar                                            |               | smoothboot                             | Smooth Boot (Reloaded)                                                | 0.0.4                        | smoothboot.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 3fd79132dba444bd109b5de4ad75dee06a48e130 | 2392064616     
sodiumdynamiclights-forge-1.0.10-1.20.1.jar                                        |               | sodiumdynamiclights                    | Sodium Dynamic Lights                                                 | 1.0.9                        | mixins.sodiumdynamiclights.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d27524e85bed0f0af83c03be46f9ca3eb02a1be9 | 4061843185     
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                           |               | fabric_api_base                        | Fabric API Base                                                       | 0.4.31+ef105b4977            | fabric-api-base.init.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
sodiumextras-forge-1.0.7-1.20.1.jar                                                |               | sodiumextras                           | Sodium Extras                                                         | 1.0.6                        | mixins.sodiumextras.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 7603f44bc4750774fbbdc07a3153c391650fcf3d | 3493046010     
sodiumoptionsapi-forge-1.0.10-1.20.1.jar                                           |               | sodiumoptionsapi                       | Sodium Options API                                                    | 1.0.10                       | mixins.sodiumoptionsapi.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 7529fbf938787ed13a251cbf40936f8c29ec4b6c | 2197810606     
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                           |               | fabric_api_base                        | Fabric API Base                                                       | 0.4.31+ef105b4977            | fabric-api-base.init.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
sodiumoptionsmodcompat-forge-1.0.0-1.20.1.jar                                      |               | sodiumoptionsmodcompat                 | Sodium Options Mod Compat                                             | 1.0.0                        | mixins.sodiumoptionsmodcompat.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 214e96498ac1c840e3eee553fc69ba721e4f9a64 | 1062903518     
sophisticatedbackpacks-1.20.1-3.24.58.1917.jar                                     |               | sophisticatedbackpacks                 | Sophisticated Backpacks                                               | 3.24.58.1917                 | sophisticatedbackpacks.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | b2ca73744ab7ad3fa35a4946256a469d34d05c7c | 3282139098     
sophisticatedcore-1.20.1-1.3.55.2031.jar                                           |               | sophisticatedcore                      | Sophisticated Core                                                    | 1.3.55.2031                  | sophisticatedcore.mixins.json, sophisticatedcore.create.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                          | a6692d8c0d8cf50fdd7b19976de4e55bb01cdffa | 2625259747     
sophisticatedinventoryinteractions-1.20.1-0.1.8.148.jar                            |               | sophisticatedinventoryinteractions     | Sophisticated Inventory Interactions                                  | 0.1.8.148                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 9b269ec19458b2a334345067e0602d69c894ee3f | 3023374739     
sophisticatedstorage-1.20.1-1.4.57.1848.jar                                        |               | sophisticatedstorage                   | Sophisticated Storage                                                 | 1.4.57.1848                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c2a2be57bc07b25f2ac9b7c4dd0202d389690e49 | 2253635381     
sp-1.20.1-1.6.5.jar                                                                |               | sp                                     | Surveillance Package                                                  | 1.0.1-1.20.1                 | sp.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 99bc3f004e39c00ae939ac270ca5d6c649c9fe11 | 4059372948     
spark-1.10.53-forge.jar                                                            |               | spark                                  | spark                                                                 | 1.10.53                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 231fb325368c0660954f47bfb03493f5246fa4d1 | 1515254383     
SpawnerControl-FORGE-1.20.[1-4]-v1.4.jar                                           |               | spawnercontrol                         | Spawner Control                                                       | 1.4                          | spawnercontrol.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 12a8cba14220befeb901072027631f8f2e0471a2 | 585402745      
species-3.5.jar                                                                    |               | species                                | Species                                                               | 3.5                          | species.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | b4d924f4faf6eb201db04205b61fa1524a8b0178 | 4174736090     
spells_gone_wrong-1.20.1-V2.0.1.jar                                                |               | spells_gone_wrong                      | Spells Gone Wrong                                                     | 1.20.1-2.0.1                 | spells_gone_wrong.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                | ba7d9a7e0489dabb5faa23534a257e2d87ff06b7 | 4013185192     
sras-1.0.1-forge-1.20.1.jar                                                        | MCreator mod  | sras                                   | sras                                                                  | 1.0.0                        | mixins.sras.json, mixins.sras.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 92ecd74e83eaa9cf4e4055e3dbef68f2b1716e22 | 3390285803     
starcatcher-2.3.16-FORGE-1.20.1.jar                                                |               | starcatcher                            | starcatcher                                                           | 2.3.16-FORGE-1.20.1          | starcatcher.mixins.json, starcatcher.mixins.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                      | f8fe48e60196254fb83b874af6fad42aa0481783 | 2985159511     
    /META-INF/jarjar/NeoBackports-1.2.0.jar                                        |               | neobackports                           | NeoBackports                                                          | 1.2.0                        | neobackports.datagen.mixins.json, neobackports.mixins.refmap.json, neobackports.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
    /META-INF/jarjar/libtooltips-2.1-FORGE-1.20.1.jar                              |               | libtooltips                            | wd's Tooltips Library                                                 | 2.1-FORGE-1.20.1             | libtooltips.mixins.refmap.json, libtooltips.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
    /META-INF/jarjar/tiny-multiblock-lib-forge-1.20.1-3.2.0.jar                    |               | tinymultiblocklib                      | Tiny Multiblock Lib                                                   | 3.2.0                        | tinymultiblocklib.mixins.json, tinymultiblocklib.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/wds-selling-bin-1.4.3-FORGE-1.20.1.jar                        |               | selling_bin                            | wd's Selling Bin                                                      | 1.4.3-FORGE-1.20.1           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/NeoBackports-1.2.0.jar                                    |               | neobackports                           | NeoBackports                                                          | 1.2.0                        | neobackports.datagen.mixins.json, neobackports.mixins.refmap.json, neobackports.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jarjar/tiny-multiblock-lib-forge-1.20.1-3.2.0.jar                |               | tinymultiblocklib                      | Tiny Multiblock Lib                                                   | 3.2.0                        | tinymultiblocklib.mixins.json, tinymultiblocklib.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
starlight-1.1.5+forge.c562a3a.jar                                                  |               | starlight                              | Starlight                                                             | 1.1.5+forge.c562a3a          | starlight.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 9f4b9804f2d168f61fa10b5b0cc3284cb16eb474 | 3021599215     
statuseffectbars-1.20.1-Forge-1.0.3.jar                                            |               | statuseffectbars                       | Status Effect Bars                                                    | 1.0.3                        | statuseffectbars.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 342702843a5e15e05149bc791699464cf57bd893 | 1398057171     
Stellarity-v2-0e.jar                                                               |               | mr_stellarity                          | Stellarity                                                            | 2.0d                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d54f54446b7afaed0c7bdf9679bc376f4913d16c | 575993331      
structureessentials-1.20.1-4.8.jar                                                 |               | structureessentials                    | Structure Essentials mod                                              | 1.20.1-4.8                   | structureessentials.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1f94d509a6c25fa85b748d3cc3015bbbb977a948 | 4108207651     
structurify-forge-2.0.25+mc1.20.1.jar                                              |               | structurify                            | Structurify                                                           | 2.0.25                       | structurify-common.mixins.json, structurify-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                | 488cb9770e15d14b586db1c79bc84f420c606c86 | 3412957532     
stutterfix-mc1.20.1-0.2.0.jar                                                      | via Connector | stutterfix                             | StutterFix                                                            | mc1.20.1-0.2.0               | stutterfix.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 663fbe94a664951e384ebfaa0b463ddd769350fe | 1394567844     
subnauticraft-1.0.0-forge-1.20.1.jar                                               | MCreator mod  | subnauticraft                          | Subnauticraft                                                         | 1.0.0                        | mixins.subnauticraft.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 4601970b300fc9c2b053f0728dd8764f55ba9740 | 2414103389     
summoningrituals-forge-1.20.1-2.0.8.jar                                            |               | summoningrituals                       | Summoning Rituals                                                     | 1.20.1-2.0.8                 | summoningrituals.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 0ff2f9bed3da51b9218497f3761d42c2d53f4862 | 3880536468     
sweety_horse_armor_tweaks-2.1.0-forge-1.20.1.jar                                   | MCreator mod  | sweety_horse_armor_tweaks              | Sweety's Horse Armor Tweaks                                           | 2.1.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 645b9e4aad706c5e27bcd2b3ddf68270b18944c6 | 3137823536     
takesapillage-1.0.3-1.20.1.jar                                                     |               | takesapillage                          | It Takes A Pillage                                                    | 1.0.3                        | takesapillage.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 058d29fcadbd5fa1fb6d92e50788329398f9467d | 1824323111     
