Mods count: 302
 
                                     jar name                                      |     notes     |                 mod id                 |                               mod name                                |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
    /META-INF/jarjar/forgeconfigapiport-1.11.2+1.20.1.jar                          |               | forgeconfigapiport                     | Forge Config API Port (ConnectorExtras)                               | 8.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/extras-utils-1.11.2+1.20.1.jar                                |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/energy-bridge-1.11.2+1.20.1.jar                               |               | connectorextras_energy_bridge          | Connector Extras Energy Bridge                                        | 1.11.2+1.20.1                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/emi-bridge-1.11.2+1.20.1.jar                                  |               | connectorextras_emi_bridge             | Connector Extras EMI Bridge                                           | 1.11.2+1.20.1                | mixins.emibridge.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/architectury-bridge-1.11.2+1.20.1.jar                         |               | connectorextras_architectury_bridge    | Connector Extras Architectury Bridge                                  | 1.11.2+1.20.1                | mixins.connectorextras_architectury_bridge.refmap.json, connectorextras_architectury_bridge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
    /META-INF/jarjar/amecsapi-1.5.3+mc1.20-pre1.jar                                |               | amecsapi                               | Amecs API                                                             | 1.5.3+mc1.20-pre1            | amecsapi.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
Controlling-forge-1.20.1-12.0.2.jar                                                |               | controlling                            | Controlling                                                           | 12.0.2                       | controlling.mixins.json, controlling.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                       | f6d3cdd3ec68c5590cf5b2e89c38dbf031824bfd | 2144346557     
coroutil-forge-1.20.1-1.3.7.jar                                                    |               | coroutil                               | CoroUtil                                                              | 1.20.1-1.3.7                 | coroutil.mixins.json, coroutil_fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                            | 7f5f0b62a638b6053c95919cbe8c2bea2e0c93d0 | 1380297823     
corpse-forge-1.20.1-1.0.23.jar                                                     |               | corpse                                 | Corpse                                                                | 1.20.1-1.0.23                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 843b16ca88bc5c390bb22a2a84437e6bffdd43dd | 4282386808     
corpsecurioscompat-1.20.1-Forge-3.1.3.jar                                          |               | corpsecurioscompat                     | corpsecurioscompat                                                    | 3.1.3                        | corpsecurioscompat.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 3b36538ca8c6cc16982788c8e058cb726357a90c | 314314029      
CrashAssistant-forge-1.19-1.20.1-1.11.10.jar                                       |               | crash_assistant                        | Crash Assistant                                                       | 1.11.10                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b70324f326cffc2c01e4eee9bf48f808f92bda10 | 915431175      
    /META-INF/jarjar/app.jar                                                       |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/crash_assistant-forge.jar                                     |               | crash_assistant                        | Crash Assistant                                                       | 1.11.10                      | crash_assistant.mixins.json, crash_assistant-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
create-1.20.1-6.0.8.jar                                                            |               | create                                 | Create                                                                | 6.0.8                        | create.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | b13d912b9247a38d66d11598c121442585a1c1e9 | 2156032012     
    /META-INF/jarjar/Ponder-Forge-1.20.1-1.0.91.jar                                |               | ponder                                 | Ponder                                                                | 1.0.91                       | ponder-common.mixins.json, ponder.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                   |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.5.jar                               |               | flywheel                               | Flywheel                                                              | 1.0.5                        | flywheel.impl.mixins.json, flywheel.backend.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
createpickywheels-forge-1.20.1-6.0.8-6.jar                                         |               | createpickywheels                      | Create Picky Wheels                                                   | 1.20.1-6.0.8-6               | createpickywheels.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                | e863d29bc576114d3517c8ae2f6ffdb47d68a547 | 134770152      
CreativeCore_FORGE_v2.12.38_mc1.20.1.jar                                           |               | creativecore                           | CreativeCore                                                          | 2.12.38                      | creativecore.mixins.json, creativecore.mixins.refmap.json, creativecore.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                    | 1004b6ae4e494039e28b14f2ba3ebe6b182487a8 | 1408451101     
Cucumber-1.20.1-7.0.16.jar                                                         |               | cucumber                               | Cucumber Library                                                      | 7.0.16                       | cucumber.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 88a9ec30e4acb5c80a3ae060ad70b79e945293c6 | 1548502984     
cupboard-1.20.1-2.7.jar                                                            |               | cupboard                               | Cupboard utilities                                                    | 1.20.1-2.7                   | cupboard.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 204bc8aa83e8a685f64311b72d55505ab2eca867 | 4091473499     
curios-forge-5.14.1+1.20.1.jar                                                     |               | curios                                 | Curios API                                                            | 5.14.1+1.20.1                | curios.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 452175b95ad3db6ff58bb8968f6bf7a9d1e0f480 | 1288931317     
darkdoppelganger-9.8.2-1.20.1.jar                                                  |               | darkdoppelganger                       | DarkDoppelganger                                                      | 9.8.2-1.20.1                 | darkdoppelganger.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | ee4bb62989a39194229c554a5143668424406462 | 1021885398     
Data_Anchor-forge-1.20.1-1.0.0.20.jar                                              |               | dataanchor                             | Data Anchor                                                           | 1.0.0.20                     | dataanchor-common.mixins.json, dataanchor.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        | f16089cc8af8e5dca8f5a14dc7bab11840d9b9a8 | 67469579       
deltaboxlib-forge-2.2.0+1.20.1.jar                                                 |               | deltaboxlib                            | Deltabox Lib                                                          | 2.2.0                        | deltaboxlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 8f5cd619b02eaccd936cc6a3e1e47fe558a728b7 | 3612345047     
Difficult Caves 1.0.0 - 1.20.1.jar                                                 | MCreator mod  | difficult_caves                        | Difficult Caves                                                       | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 60d67053541a94cc4c51b236fb297d4856429b09 | 451841692      
doubledoors-1.20.1-7.2.jar                                                         |               | doubledoors                            | Double Doors                                                          | 7.2                          | doubledoors_forge.mixins.json, doubledoors_fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                | e97abe73c78be318584623a5e5b6e311e545da31 | 2972800135     
dummmmmmy-1.20-2.0.12-forge.jar                                                    |               | dummmmmmy                              | MmmMmmMmmMmm                                                          | 1.20-2.0.11                  | dummmmmmy-common.mixins.json, dummmmmmy.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 3b6da54436955ea2ca6e8891ef69d0f6621ab878 | 2343751397     
Dungeon Crawl-1.20.1-2.3.15.jar                                                    |               | dungeoncrawl                           | Dungeon Crawl                                                         | 2.3.15                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | e17ebc9be0b3f0646f2de10563b72827442cc866 | 3170941169     
dungeons-and-taverns-3.0.3.f[Forge].jar                                            |               | mr_dungeons_andtaverns                 | Dungeons and Taverns                                                  | 3.0.3.f                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 3f324242f3daf4785a8b9338f228679418f4870a | 2455489755     
DungeonsAriseSevenSeas-1.20.x-1.0.2-forge.jar                                      |               | dungeons_arise_seven_seas              | When Dungeons Arise: Seven Seas                                       | 1.0.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 0390b912cc5534bbe0f01853337d777453ca08de | 3551540601     
dynview-1.20.1-4.0.jar                                                             |               | dynview                                | Dynamic view distance                                                 | 2.3                          | dynview.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 626d970796531ae63a4029176ef0db07b2109c4f | 3039947824     
easy_mob_spawn_control-1.4.0.jar                                                   |               | easy_mob_spawn_control                 | Easy Mob Spawn Control                                                | 1.4.0                        | mixins.easy_mob_spawn_control.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | c5a915cc7c95519f9a05718bcd0583260b1b2f93 | 1484679431     
eccentrictome-1.20.1-1.10.4.jar                                                    |               | eccentrictome                          | Eccentric Tome                                                        | 1.20.1-1.10.4                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 3a2b7285e080bde8bc3f378c5c36414a8a217529 | 1765323921     
eeeabsmobs-1.20.1-0.98.1.jar                                                       |               | eeeabsmobs                             | EEEAB's Mobs                                                          | 1.20.1-0.98.1                | eeeabsmobs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 3cb84f3056d2adf5ddc3e8feb5f5e2aa108bb5e9 | 2046857935     
elevatorid-1.20.1-1.9.1-forge.jar                                                  |               | elevatorid                             | Elevator Mod                                                          | 1.20.1-1.9.1-forge           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 9117fbb20ce0b3b9abd25e19b3d5987a53be30c9 | 445403790      
ElysiumAPI-1.20.1-1.1.3.jar                                                        |               | elysium_api                            | Elysium                                                               | 1.1.3                        | mixins.elysium_api.refmap.json, mixins.elysium_api.json                                                                                                                                                                                                                                                                                                                                                                                                                                      | 2ef237d14ea228118daf2e20827bb45abb92b02a | 2754677299     
embeddium-0.3.31+mc1.20.1.jar                                                      |               | embeddium                              | Embeddium                                                             | 0.3.31+mc1.20.1              | embeddium.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | bb2fa8f3e493af16af9160d049f96c614a1faf2f | 4281946638     
enchancement-1.20-26-edited.jar                                                    | via Connector | enchancement                           | Enchancement                                                          | 1.20-26                      | enchancement.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 28a77097f8267b1a58d6fac6c3078fedd1fb6e4e | 2196084798     
    /META-INF/jars/cardinal-components-base-5.2.2.jar                              |               | cardinal-components-base               | Cardinal Components API (base)                                        | 5.2.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/cardinal-components-entity-5.2.2.jar                            |               | cardinal-components-entity             | Cardinal Components API (entities)                                    | 5.2.2                        | mixins.cardinal_components_entity.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jars/cardinal-components-world-5.2.2.jar                             |               | cardinal-components-world              | Cardinal Components API (worlds)                                      | 5.2.2                        | mixins.cardinal_components_world.json                                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                                    |               | midnightlib                            | MidnightLib                                                           | 1.4.1                        | midnightlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
    /META-INF/jars/step-height-entity-attribute-25dabcdad7.jar                     |               | step-height-entity-attribute           | Step Height Entity Attribute                                          | 1.2.0                        | stepheightentityattribute.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
enchancementos-1.0.4.jar                                                           | via Connector | enchance                               | Enchancementos                                                        | 1.0.4                        | enchance.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 7860bbea80b28e4e20dc552304edccb7f8db001d | 3706036990     
enchantlement-4.0.0.jar                                                            | MCreator mod  | enchantlement                          | Enchantlement                                                         | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | f67de2fb254be97a97da1b637ef6a2a15ad96453 | 62446752       
enchantmentcontrol-1.2.1-forge.jar                                                 |               | enchantmentcontrol                     | Enchantment Config                                                    | 1.2.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 9847bd29d53a4fd09571c46ec475a936cd4ba9f2 | 1744988775     
enchantmentdisabletag-forge-2.0.3+1.20.1.jar                                       |               | enchantmentdisabletag                  | Enchantment Disable Tag                                               | 2.0.3+1.20.1                 | enchantmentdisabletag.forge.mixins.json, enchantmentdisabletag.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                   | 3b61adc059f86da7c208fa077992064d04bf096c | 1761684811     
EnchantmentGroups-1.4.0+1.20.1.jar                                                 | via Connector | enchantment_groups                     | Enchantment Groups                                                    | 1.4.0+1.20.1                 | enchantment_groups.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 275671d1cd4302d670424c193d408d475408c088 | 1468801911     
endrem_forge-5.3.3-R-1.20.1.jar                                                    |               | endrem                                 | End Remastered                                                        | 5.3.3-R-1.20.1               | endrem.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | b4df41de8439e834a493fe59842709ef33ecfa82 | 1533249056     
enhanced_boss_bars-1.20.1-1.0.0.jar                                                |               | enhanced_boss_bars                     | Enhanced Boss Bars                                                    | 1.20.1-1.0.0                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 8a709553a1eb98792b5db787dc57d132bc5b3971 | 3809100949     
entity-view-distance-1.1.2+1.20.jar                                                | via Connector | entity-view-distance                   | Entity View Distance                                                  | 1.1.2+1.20                   | entityviewdistance.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 2e622aefb07caef0686c0a4c36952521edbd840a | 2305514436     
    /META-INF/jars/fabric-permissions-api-0.1-SNAPSHOT.jar                         |               | fabric-permissions-api-v0              | fabric-permissions-api                                                | 0.1-SNAPSHOT                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/spruceui-5.0.0+1.20.jar                                         |               | spruceui                               | SpruceUI                                                              | 5.0.0+1.20                   | spruceui.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
entity_model_features-3.2.4-1.20.1-forge.jar                                       |               | entity_model_features                  | Entity Model Features                                                 | 3.2.4                        | entity_model_features.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 535a94543d295f9609808a7e3e205d17547570bc | 2299176746     
entity_texture_features_1.20.1-forge-7.1.jar                                       |               | entity_texture_features                | Entity Texture Features                                               | 7.1                          | entity_texture_features.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                          | e13ba95a0388d7d5b1f479e5bd7e2df78e4c4a23 | 1697260817     
ExtendedCrafting-1.20.1-6.0.10.jar                                                 |               | extendedcrafting                       | Extended Crafting                                                     | 6.0.10                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 5f57644549744e4c54d717b51661b1de765f7492 | 981922003      
ExtendedCrafting-1.20.1-6.1.5u.jar                                                 |               | extendedcrafting                       | Extended Crafting: Expanded                                           | 6.1.5u                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 10ceb7bd999c46e03816aacc6dd313c5e68b6bd1 | 2865663511     
